tx_id,amount,supplier_id,category,timestamp,description,expected_score
TX_00177,942.13,SUP_040,TRAINING,2026-03-19T17:50:00+00:00,Dépense training NovaPay,NORMAL
TX_00009,1459.22,SUP_045,IT,2026-03-11T14:10:00+00:00,Facture SUP_045 it,ALERTE
TX_00072,696.22,SUP_031,TRAVEL,2026-01-08T08:37:00+00:00,Dépense travel NovaPay,NORMAL
TX_00105,467.67,SUP_003,TRAVEL,2026-03-16T11:16:00+00:00,Dépense travel NovaPay,NORMAL
TX_00158,103.82,SUP_002,CATERING,2026-03-27T14:21:00+00:00,Dépense catering NovaPay,NORMAL
TX_00126,2010.97,SUP_041,IT,2026-02-05T16:31:00+00:00,Dépense it NovaPay,NORMAL
TX_00214,118.99,SUP_042,CATERING,2026-02-18T14:42:00+00:00,Dépense catering NovaPay,NORMAL
TX_00026,5161.45,SUP_025,IT,2026-02-02T10:29:00+00:00,Dépense exceptionnelle it,ALERTE
TX_00168,921.79,SUP_038,IT,2026-03-03T12:46:00+00:00,Dépense it NovaPay,NORMAL
TX_00107,3063.71,SUP_005,CONSULTING,2026-01-26T13:27:00+00:00,Dépense consulting NovaPay,NORMAL
TX_00227,990.08,SUP_017,IT,2026-03-23T12:29:00+00:00,Dépense it NovaPay,NORMAL
TX_00040,847.58,SUP_UNKNOWN_754,TRAINING,2026-03-23T12:53:00+00:00,Paiement fournisseur inconnu SUP_UNKNOWN_754,SUSPECT
TX_00187,262.57,SUP_037,TRAVEL,2026-02-09T17:47:00+00:00,Dépense travel NovaPay,NORMAL
TX_00191,369.22,SUP_002,TRAVEL,2026-03-30T17:37:00+00:00,Dépense travel NovaPay,NORMAL
